p_code,region_code,region,proposed_position,"name, surname, title",titles,number_titles,mgr,ing,phd,mba,full name,name,surname,sex,age,proposed party,affiliation,party code,elected,votes,votes_pct
201701,2,Středočeský,1,Rakušan Vít Mgr.,Mgr.,1,1,0,0,0,Rakušan Vít ,Vít ,Rakušan ,1,43,STAN,STAN,17,1,59792,43.47
101301,1,Hl. m. Praha,1,Pekarová Adamová Markéta Ing.,Ing.,1,0,1,0,0,Pekarová Adamová Markéta ,Markéta ,Pekarová Adamová ,0,37,TOP 09,TOP 09,13,1,49074,19.54
1101301,11,Jihomoravský,1,"Fiala Petr prof. PhDr. Ph.D., LL.M.","prof. PhDr. Ph.D., LL.M.",4,0,0,1,0,Fiala Petr ,Petr ,Fiala ,1,57,ODS,ODS,13,1,38555,20.56
602001,6,Ústecký,1,Babiš Andrej Ing.,Ing.,1,0,1,0,0,Babiš Andrej ,Andrej ,Babiš ,1,67,ANO,ANO,20,1,38277,28.49
101302,1,Hl. m. Praha,2,Černochová Jana Mgr.,Mgr.,1,1,0,0,0,Černochová Jana ,Jana ,Černochová ,0,47,ODS,ODS,13,1,35583,14.17
101701,1,Hl. m. Praha,1,Richterová Olga PhDr. Ph.D.,PhDr. Ph.D.,2,0,0,1,0,Richterová Olga ,Olga ,Richterová ,0,36,Piráti,Piráti,17,1,32888,23.14
101307,1,Hl. m. Praha,7,Žáček Pavel PhDr. Ph.D.,PhDr. Ph.D.,2,0,0,1,0,Žáček Pavel ,Pavel ,Žáček ,1,52,ODS,ODS,13,1,31347,12.48
201303,2,Středočeský,3,Kupka Martin Mgr.,Mgr.,1,1,0,0,0,Kupka Martin ,Martin ,Kupka ,1,45,ODS,ODS,13,1,30286,14.91
101306,1,Hl. m. Praha,6,Svoboda Bohuslav doc. MUDr. CSc.,doc. MUDr. CSc.,2,0,0,0,0,Svoboda Bohuslav ,Bohuslav ,Svoboda ,1,77,ODS,ODS,13,1,29033,11.56
201704,2,Středočeský,4,Lochman Ondřej Mgr. Ph.D.,Mgr. Ph.D.,2,1,0,1,0,Lochman Ondřej ,Ondřej ,Lochman ,1,40,STAN,STAN,17,1,27656,20.1
101304,1,Hl. m. Praha,4,Kolář Ondřej Mgr.,Mgr.,1,1,0,0,0,Kolář Ondřej ,Ondřej ,Kolář ,1,37,TOP 09,TOP 09,13,1,27259,10.85
101703,1,Hl. m. Praha,3,Lacina Jan Mgr.,Mgr.,1,1,0,0,0,Lacina Jan ,Jan ,Lacina ,1,51,STAN,STAN,17,1,26117,18.37
201707,2,Středočeský,7,Kovářová Věra Ing.,Ing.,1,0,1,0,0,Kovářová Věra ,Věra ,Kovářová ,0,57,STAN,STAN,17,1,25367,18.44
1013015,1,Hl. m. Praha,15,Okamura Hayato Mgr.,Mgr.,1,1,0,0,0,Okamura Hayato ,Hayato ,Okamura ,1,54,KDU-ČSL,KDU-ČSL,13,1,24426,9.72
101303,1,Hl. m. Praha,3,Benda Marek,nan,0,0,0,0,0,Benda Marek,Marek,Benda ,1,52,ODS,ODS,13,1,23164,9.22
1102001,11,Jihomoravský,1,Schillerová Alena JUDr. Ph.D.,JUDr. Ph.D.,2,0,0,1,0,Schillerová Alena ,Alena ,Schillerová ,0,57,ANO,BEZPP,20,1,22968,14.5
201301,2,Středočeský,1,Skopeček Jan Ing. et Ing. Ph.D.,Ing. et Ing. Ph.D.,3,0,1,1,0,Skopeček Jan ,Jan ,Skopeček ,1,40,ODS,ODS,13,1,22950,11.3
202001,2,Středočeský,1,"Havlíček Karel doc. Ing. Ph.D., MBA","doc. Ing. Ph.D., MBA",4,0,1,1,1,Havlíček Karel ,Karel ,Havlíček ,1,52,ANO,BEZPP,20,1,22592,12.82
101707,1,Hl. m. Praha,7,Balaš Vladimír doc. JUDr. CSc.,doc. JUDr. CSc.,3,0,0,0,0,Balaš Vladimír ,Vladimír ,Balaš ,1,62,STAN,STAN,17,1,21241,14.94
2017012,2,Středočeský,12,Urbanová Barbora Ing.,Ing.,1,0,1,0,0,Urbanová Barbora ,Barbora ,Urbanová ,0,30,STAN,STAN,17,1,19969,14.51
1017016,1,Hl. m. Praha,16,Voborská Milada Mgr.,Mgr.,1,1,0,0,0,Voborská Milada ,Milada ,Voborská ,0,49,STAN,STAN,17,1,19323,13.59
1101302,11,Jihomoravský,2,Horák Jiří PhDr. Ph.D.,PhDr. Ph.D.,2,0,0,1,0,Horák Jiří ,Jiří ,Horák ,1,37,KDU-ČSL,KDU-ČSL,13,1,18823,10.03
1402001,14,Moravskoslezský,1,Vondrák Ivo prof. Ing. CSc.,prof. Ing. CSc.,2,0,1,0,0,Vondrák Ivo ,Ivo ,Vondrák ,1,62,ANO,ANO,20,1,17985,9.21
1101303,11,Jihomoravský,3,"Válek Vlastimil prof. MUDr. CSc., MBA, EBIR","prof. MUDr. CSc., MBA, EBIR",5,0,0,0,1,Válek Vlastimil ,Vlastimil ,Válek ,1,61,TOP 09,TOP 09,13,1,17935,9.56
1101702,11,Jihomoravský,2,Krutáková Jana Ing.,Ing.,1,0,1,0,0,Krutáková Jana ,Jana ,Krutáková ,0,59,STAN,STAN,17,1,17091,19.28
140401,14,Moravskoslezský,1,Okamura Tomio,nan,0,0,0,0,0,Okamura Tomio,Tomio,Okamura ,1,49,SPD,SPD,4,1,17069,23
101305,1,Hl. m. Praha,5,"Philipp Tom MUDr. Ph.D., MBA","MUDr. Ph.D., MBA",2,0,0,1,1,Philipp Tom ,Tom ,Philipp ,1,52,KDU-ČSL,KDU-ČSL,13,1,16785,6.68
701701,7,Liberecký,1,Farský Jan Mgr.,Mgr.,1,1,0,0,0,Farský Jan ,Jan ,Farský ,1,42,STAN,STAN,17,1,15479,32.69
2017010,2,Středočeský,10,Exner Martin,nan,0,0,0,0,0,Exner Martin,Martin,Exner ,1,57,STAN,STAN,17,1,14984,10.89
1017011,1,Hl. m. Praha,11,Bělor Roman Ing.,Ing.,1,0,1,0,0,Bělor Roman ,Roman ,Bělor ,1,63,STAN,STAN,17,1,14837,10.44
601701,6,Ústecký,1,Bartoš Ivan PhDr. Ph.D.,PhDr. Ph.D.,2,0,0,1,0,Bartoš Ivan ,Ivan ,Bartoš ,1,41,Piráti,Piráti,17,1,14646,27.74
1201301,12,Olomoucký,1,Jurečka Marian Ing.,Ing.,1,0,1,0,0,Jurečka Marian ,Marian ,Jurečka ,1,40,KDU-ČSL,KDU-ČSL,13,1,14254,17.88
101702,1,Hl. m. Praha,2,Michálek Jakub Mgr. et Mgr.,Mgr. et Mgr.,2,1,0,0,0,Michálek Jakub ,Jakub ,Michálek ,1,32,Piráti,Piráti,17,1,13613,9.57
901303,9,Pardubický,3,Výborný Marek Mgr.,Mgr.,1,1,0,0,0,Výborný Marek ,Marek ,Výborný ,1,45,KDU-ČSL,KDU-ČSL,13,1,13351,17.08
101308,1,Hl. m. Praha,8,Zajíčková Renáta Mgr.,Mgr.,1,1,0,0,0,Zajíčková Renáta ,Renáta ,Zajíčková ,0,54,ODS,ODS,13,1,12874,5.12
201302,2,Středočeský,2,Langšádlová Helena Mgr.,Mgr.,1,1,0,0,0,Langšádlová Helena ,Helena ,Langšádlová ,0,57,TOP 09,TOP 09,13,1,12752,6.27
1101305,11,Jihomoravský,5,Tesařík Antonín Ing.,Ing.,1,0,1,0,0,Tesařík Antonín ,Antonín ,Tesařík ,1,61,KDU-ČSL,KDU-ČSL,13,1,12627,6.73
1101707,11,Jihomoravský,7,Hájek Martin Mgr.,Mgr.,1,1,0,0,0,Hájek Martin ,Martin ,Hájek ,1,51,STAN,STAN,17,1,12537,14.14
701703,7,Liberecký,3,Berki Jan Mgr. Ph.D.,Mgr. Ph.D.,2,1,0,1,0,Berki Jan ,Jan ,Berki ,1,40,STAN,SLK,17,1,12266,25.9
1401301,14,Moravskoslezský,1,Stanjura Zbyněk Ing.,Ing.,1,0,1,0,0,Stanjura Zbyněk ,Zbyněk ,Stanjura ,1,57,ODS,ODS,13,1,11943,9.99
11017012,11,Jihomoravský,12,Quittová Petra Bc.,Bc.,1,0,0,0,0,Quittová Petra ,Petra ,Quittová ,0,49,STAN,STAN,17,1,11603,13.09
1401305,14,Moravskoslezský,5,Němečková Crkvenjaš Zdenka MUDr. MBA,MUDr. MBA,2,0,0,0,1,Němečková Crkvenjaš Zdenka ,Zdenka ,Němečková Crkvenjaš ,0,45,ODS,ODS,13,1,11596,9.7
1101307,11,Jihomoravský,7,Zborovský Miroslav Ing.,Ing.,1,0,1,0,0,Zborovský Miroslav ,Miroslav ,Zborovský ,1,41,KDU-ČSL,KDU-ČSL,13,1,11553,6.16
401301,4,Plzeňský,1,Baxa Martin Mgr.,Mgr.,1,1,0,0,0,Baxa Martin ,Martin ,Baxa ,1,46,ODS,ODS,13,1,11269,14.63
11013010,11,Jihomoravský,10,Jílková Marie Mgr.,Mgr.,1,1,0,0,0,Jílková Marie ,Marie ,Jílková ,0,44,KDU-ČSL,KDU-ČSL,13,1,11188,5.96
1401302,14,Moravskoslezský,2,Golasowská Pavla Mgr. Bc. DiS.,Mgr. Bc. DiS.,3,1,0,0,0,Golasowská Pavla ,Pavla ,Golasowská ,0,57,KDU-ČSL,KDU-ČSL,13,1,11045,9.24
1017010,1,Hl. m. Praha,10,Tylová Eva Ing.,Ing.,1,0,1,0,0,Tylová Eva ,Eva ,Tylová ,0,61,Piráti,BEZPP,17,0,10921,7.68
801707,8,Královéhradecký,7,Potůčková Lucie Mgr.,Mgr.,1,1,0,0,0,Potůčková Lucie ,Lucie ,Potůčková ,0,46,STAN,STAN,17,1,10910,24.48
801304,8,Královéhradecký,4,Havel Matěj Ondřej Mgr. Ph.D.,Mgr. Ph.D.,2,1,0,1,0,Havel Matěj Ondřej ,Ondřej ,Havel Matěj ,1,34,TOP 09,TOP 09,13,1,10858,12.9
1302001,13,Zlínský,1,Vondráček Radek Mgr.,Mgr.,1,1,0,0,0,Vondráček Radek ,Radek ,Vondráček ,1,47,ANO,ANO,20,1,10853,12.83
801302,8,Královéhradecký,2,"Bělobrádek Pavel MVDr. Ph.D., MPA","MVDr. Ph.D., MPA",3,0,0,1,1,Bělobrádek Pavel ,Pavel ,Bělobrádek ,1,44,KDU-ČSL,KDU-ČSL,13,1,10691,12.7
1013011,1,Hl. m. Praha,11,"Dlouhý Martin prof. Ing. Mgr. Dr., MSc.","prof. Ing. Mgr. Dr., MSc.",5,1,1,0,0,Dlouhý Martin ,Martin ,Dlouhý ,1,51,TOP 09,TOP 09,13,0,10582,4.21
1301301,13,Zlínský,1,Benešík Ondřej Mgr.,Mgr.,1,1,0,0,0,Benešík Ondřej ,Ondřej ,Benešík ,1,45,KDU-ČSL,KDU-ČSL,13,1,10440,11.99
1101308,11,Jihomoravský,8,Bačíková Jana Ing. MBA,Ing. MBA,2,0,1,0,1,Bačíková Jana ,Jana ,Bačíková ,0,52,ODS,ODS,13,1,10369,5.53
11017010,11,Jihomoravský,10,Flek Josef Mgr.,Mgr.,1,1,0,0,0,Flek Josef ,Josef ,Flek ,1,33,STAN,STAN,17,1,10337,11.66
201702,2,Středočeský,2,Kocmanová Klára,nan,0,0,0,0,0,Kocmanová Klára,Klára,Kocmanová ,0,28,Piráti,Piráti,17,1,10186,7.4
1001301,10,Vysočina,1,Kaňkovský Vít MUDr.,MUDr.,1,0,0,0,0,Kaňkovský Vít ,Vít ,Kaňkovský ,1,51,KDU-ČSL,KDU-ČSL,13,1,10096,13
1401304,14,Moravskoslezský,4,Carbol Jiří Ing.,Ing.,1,0,1,0,0,Carbol Jiří ,Jiří ,Carbol ,1,62,KDU-ČSL,KDU-ČSL,13,1,10044,8.4
1101304,11,Jihomoravský,4,Blažek Pavel JUDr. Ph.D.,JUDr. Ph.D.,2,0,0,1,0,Blažek Pavel ,Pavel ,Blažek ,1,52,ODS,ODS,13,1,9903,5.28
201304,2,Středočeský,4,Munzar Vojtěch Ing.,Ing.,1,0,1,0,0,Munzar Vojtěch ,Vojtěch ,Munzar ,1,44,ODS,ODS,13,1,9629,4.74
101704,1,Hl. m. Praha,4,Profant Ondřej,nan,0,0,0,0,0,Profant Ondřej,Ondřej,Profant ,1,33,Piráti,Piráti,17,0,9613,6.76
701707,7,Liberecký,7,Levko Jarmila Ing.,Ing.,1,0,1,0,0,Levko Jarmila ,Jarmila ,Levko ,0,52,STAN,SLK,17,0,9601,20.27
102001,1,Hl. m. Praha,1,Nacher Patrik Ing.,Ing.,1,0,1,0,0,Nacher Patrik ,Patrik ,Nacher ,1,46,ANO,BEZPP,20,1,9503,8.67
1301302,13,Zlínský,2,Blaha Stanislav Ing.,Ing.,1,0,1,0,0,Blaha Stanislav ,Stanislav ,Blaha ,1,51,ODS,ODS,13,1,9463,10.87
601703,6,Ústecký,3,Liška Petr Ing.,Ing.,1,0,1,0,0,Liška Petr ,Petr ,Liška ,1,51,STAN,STAN,17,1,9227,17.47
1401303,14,Moravskoslezský,3,Janda Jakub Bc.,Bc.,1,0,0,0,0,Janda Jakub ,Jakub ,Janda ,1,43,ODS,ODS,13,1,9192,7.69
1017012,1,Hl. m. Praha,12,Balcarová Dana Ing.,Ing.,1,0,1,0,0,Balcarová Dana ,Dana ,Balcarová ,0,61,Piráti,Piráti,17,0,9186,6.46
801702,8,Královéhradecký,2,Cogan Josef Mgr.,Mgr.,1,1,0,0,0,Cogan Josef ,Josef ,Cogan ,1,48,STAN,STAN,17,1,9181,20.6
1301702,13,Zlínský,2,Gazdík Petr Mgr.,Mgr.,1,1,0,0,0,Gazdík Petr ,Petr ,Gazdík ,1,47,STAN,STAN,17,1,9076,21.54
401705,4,Plzeňský,5,Opltová Michaela Ing.,Ing.,1,0,1,0,0,Opltová Michaela ,Michaela ,Opltová ,0,36,STAN,STAN,17,1,8999,22.38
801301,8,Královéhradecký,1,Adamec Ivan Mgr.,Mgr.,1,1,0,0,0,Adamec Ivan ,Ivan ,Adamec ,1,61,ODS,ODS,13,1,8743,10.38
202004,2,Středočeský,4,Válková Helena prof. JUDr. CSc.,prof. JUDr. CSc.,2,0,0,0,0,Válková Helena ,Helena ,Válková ,0,70,ANO,ANO,20,1,8695,4.93
1001302,10,Vysočina,2,Decroix Eva MBA,MBA,1,0,0,0,1,Decroix Eva ,Eva ,Decroix ,0,39,ODS,ODS,13,1,8596,11.07
401701,4,Plzeňský,1,Bernard Josef Ing.,Ing.,1,0,1,0,0,Bernard Josef ,Josef ,Bernard ,1,56,STAN,BEZPP,17,1,8499,21.13
1202001,12,Olomoucký,1,Okleštěk Ladislav,nan,0,0,0,0,0,Okleštěk Ladislav,Ladislav,Okleštěk ,1,60,ANO,ANO,20,1,8466,8.75
601707,6,Ústecký,7,Oubrechtová Jana Mgr.,Mgr.,1,1,0,0,0,Oubrechtová Jana ,Jana ,Oubrechtová ,0,58,STAN,STAN,17,0,8450,16
1301303,13,Zlínský,3,Teleky Róbert MUDr.,MUDr.,1,0,0,0,0,Teleky Róbert ,Róbert ,Teleky ,1,54,KDU-ČSL,KDU-ČSL,13,1,8416,9.67
201307,2,Středočeský,7,Bendl Petr Ing.,Ing.,1,0,1,0,0,Bendl Petr ,Petr ,Bendl ,1,55,ODS,ODS,13,1,8382,4.12
1301704,13,Zlínský,4,Olšáková Eliška Mgr.,Mgr.,1,1,0,0,0,Olšáková Eliška ,Eliška ,Olšáková ,0,53,STAN,STAN,17,1,8267,19.62
701705,7,Liberecký,5,Tulpa Petr Mgr.,Mgr.,1,1,0,0,0,Tulpa Petr ,Petr ,Tulpa ,1,63,STAN,SLK,17,0,8207,17.33
1301306,13,Zlínský,6,Dufek Aleš Mgr.,Mgr.,1,1,0,0,0,Dufek Aleš ,Aleš ,Dufek ,1,47,KDU-ČSL,KDU-ČSL,13,1,8163,9.38
301301,3,Jihočeský,1,Bauer Jan Ing.,Ing.,1,0,1,0,0,Bauer Jan ,Jan ,Bauer ,1,52,ODS,ODS,13,1,8104,8.29
1001702,10,Vysočina,2,Vlček Lukáš Ing.,Ing.,1,0,1,0,0,Vlček Lukáš ,Lukáš ,Vlček ,1,39,STAN,STAN,17,1,8074,21.55
1017020,1,Hl. m. Praha,20,Klecanda Antonín Mgr. et Mgr.,Mgr. et Mgr.,2,1,0,0,0,Klecanda Antonín ,Antonín ,Klecanda ,1,40,STAN,STAN,17,0,8068,5.67
301702,3,Jihočeský,2,Vojtko Viktor Ing. Ph.D.,Ing. Ph.D.,2,0,1,1,0,Vojtko Viktor ,Viktor ,Vojtko ,1,43,STAN,STAN,17,1,7996,17.62
801705,8,Královéhradecký,5,Dvořák Martin Ing.,Ing.,1,0,1,0,0,Dvořák Martin ,Martin ,Dvořák ,1,64,STAN,STAN,17,0,7961,17.86
201308,2,Středočeský,8,Nováková Nina Mgr.,Mgr.,1,1,0,0,0,Nováková Nina ,Nina ,Nováková ,0,67,KDU-ČSL,BEZPP,13,1,7956,3.91
1201705,12,Olomoucký,5,Naiclerová Hana Ing. MBA,Ing. MBA,2,0,1,0,1,Naiclerová Hana ,Hana ,Naiclerová ,0,49,STAN,STAN,17,1,7855,19.57
301302,3,Jihočeský,2,Bartošek Jan Ing.,Ing.,1,0,1,0,0,Bartošek Jan ,Jan ,Bartošek ,1,49,KDU-ČSL,KDU-ČSL,13,1,7854,8.03
301705,3,Jihočeský,5,Pivoňka Vaňková Pavla Mgr. Ing.,Mgr. Ing.,2,1,1,0,0,Pivoňka Vaňková Pavla ,Pavla ,Pivoňka Vaňková ,0,44,STAN,STAN,17,1,7618,16.79
201306,2,Středočeský,6,Havránek Jiří Ing.,Ing.,1,0,1,0,0,Havránek Jiří ,Jiří ,Havránek ,1,28,ODS,ODS,13,1,7423,3.65
2017020,2,Středočeský,20,Doušová Silvia Mgr. Bc.,Mgr. Bc.,2,1,0,0,0,Doušová Silvia ,Silvia ,Doušová ,0,47,STAN,BEZPP,17,0,7416,5.39
1301308,13,Zlínský,8,Bekárek Štěpán Mgr.,Mgr.,1,1,0,0,0,Bekárek Štěpán ,Štěpán ,Bekárek ,1,54,KDU-ČSL,KDU-ČSL,13,0,7346,8.44
901304,9,Pardubický,4,Haas Karel Mgr.,Mgr.,1,1,0,0,0,Haas Karel ,Karel ,Haas ,1,48,ODS,ODS,13,1,7323,9.36
801303,8,Královéhradecký,3,Staněk Pavel JUDr. MBA,JUDr. MBA,2,0,0,0,1,Staněk Pavel ,Pavel ,Staněk ,1,48,ODS,ODS,13,1,7321,8.69
502001,5,Karlovarský,1,Mračková Vildumetzová Jana Mgr.,Mgr.,1,1,0,0,0,Mračková Vildumetzová Jana ,Jana ,Mračková Vildumetzová ,0,48,ANO,ANO,20,1,7242,16.81
101708,1,Hl. m. Praha,8,Zábranský Adam Mgr.,Mgr.,1,1,0,0,0,Zábranský Adam ,Adam ,Zábranský ,1,27,Piráti,Piráti,17,0,7216,5.07
202002,2,Středočeský,2,Špičák Julius prof. MUDr. CSc.,prof. MUDr. CSc.,2,0,0,0,0,Špičák Julius ,Julius ,Špičák ,1,69,ANO,ANO,20,1,7162,4.06
1001303,10,Vysočina,3,Bělohlávková Romana MUDr.,MUDr.,1,0,0,0,0,Bělohlávková Romana ,Romana ,Bělohlávková ,0,56,KDU-ČSL,BEZPP,13,1,7153,9.21
1101701,11,Jihomoravský,1,Holomčík Radek Mgr.,Mgr.,1,1,0,0,0,Holomčík Radek ,Radek ,Holomčík ,1,36,Piráti,Piráti,17,0,7069,7.97
1013014,1,Hl. m. Praha,14,Radoměřská Terezie Mgr.,Mgr.,1,1,0,0,0,Radoměřská Terezie ,Terezie ,Radoměřská ,0,52,TOP 09,TOP 09,13,0,7066,2.81
1101201,11,Jihomoravský,1,Šlachta Róbert Mgr.,Mgr.,1,1,0,0,0,Šlachta Róbert ,Róbert ,Šlachta ,1,50,PŘÍSAHA,PŘÍSAHA,12,0,6954,18.42
101309,1,Hl. m. Praha,9,Zuna Michal,nan,0,0,0,0,0,Zuna Michal,Michal,Zuna ,1,39,TOP 09,TOP 09,13,1,6946,2.76
601705,6,Ústecký,5,Šťovíček Milan Mgr.,Mgr.,1,1,0,0,0,Šťovíček Milan ,Milan ,Šťovíček ,1,63,STAN,STAN,17,0,6862,12.99
901705,9,Pardubický,5,Dubský Tomáš,nan,0,0,0,0,0,Dubský Tomáš,Tomáš,Dubský ,1,48,STAN,STAN,17,1,6825,17.66
1201304,12,Olomoucký,4,Smetana Karel Ing.,Ing.,1,0,1,0,0,Smetana Karel ,Karel ,Smetana ,1,33,KDU-ČSL,KDU-ČSL,13,1,6748,8.46
1013031,1,Hl. m. Praha,31,Vytrhlík Martin Mgr.,Mgr.,1,1,0,0,0,Vytrhlík Martin ,Martin ,Vytrhlík ,1,37,TOP 09,TOP 09,13,0,6745,2.68
1201302,12,Olomoucký,2,Major Martin JUDr. MBA,JUDr. MBA,2,0,0,0,1,Major Martin ,Martin ,Major ,1,42,ODS,ODS,13,1,6618,8.3
401303,4,Plzeňský,3,Salvetr Rudolf Mgr.,Mgr.,1,1,0,0,0,Salvetr Rudolf ,Rudolf ,Salvetr ,1,57,ODS,ODS,13,1,6617,8.59
1401308,14,Moravskoslezský,8,Navrátil Jiří Bc. MBA,Bc. MBA,2,0,0,0,1,Navrátil Jiří ,Jiří ,Navrátil ,1,44,KDU-ČSL,KDU-ČSL,13,1,6607,5.53
201305,2,Středočeský,5,Jakob Jan,nan,0,0,0,0,0,Jakob Jan,Jan,Jakob ,1,38,TOP 09,TOP 09,13,1,6605,3.25
1201307,12,Olomoucký,7,Kohajda Michael doc. JUDr. Ph.D.,doc. JUDr. Ph.D.,2,0,0,1,0,Kohajda Michael ,Michael ,Kohajda ,1,40,KDU-ČSL,BEZPP,13,1,6579,8.25
901702,9,Pardubický,2,Hájek Jiří Ing.,Ing.,1,0,1,0,0,Hájek Jiří ,Jiří ,Hájek ,1,60,STAN,STAN,17,1,6554,16.96
1202006,12,Olomoucký,6,Brázdil Milan MUDr.,MUDr.,1,0,0,0,0,Brázdil Milan ,Milan ,Brázdil ,1,58,ANO,ANO,20,1,6497,6.71
1402002,14,Moravskoslezský,2,Metnar Lubomír Mgr.,Mgr.,1,1,0,0,0,Metnar Lubomír ,Lubomír ,Metnar ,1,54,ANO,BEZPP,20,1,6481,3.32
1201701,12,Olomoucký,1,Müller Tomáš Ing.,Ing.,1,0,1,0,0,Müller Tomáš ,Tomáš ,Müller ,1,55,STAN,STAN,17,1,6461,16.1
10501,1,Hl. m. Praha,1,Maláčová Jana Dipl.-Pol. MSc.,Dipl.-Pol. MSc.,2,0,0,0,0,Maláčová Jana ,Jana ,Maláčová ,0,40,ČSSD,ČSSD,5,0,6435,25.62
1101306,11,Jihomoravský,6,Kašník Pavel JUDr.,JUDr.,1,0,0,0,0,Kašník Pavel ,Pavel ,Kašník ,1,57,ODS,ODS,13,1,6424,3.42
1101709,11,Jihomoravský,9,Musilová Radka Bc.,Bc.,1,0,0,0,0,Musilová Radka ,Radka ,Musilová ,0,34,Piráti,Piráti,17,0,6421,7.24
301307,3,Jihočeský,7,Heller Šimon Mgr.,Mgr.,1,1,0,0,0,Heller Šimon ,Šimon ,Heller ,1,33,KDU-ČSL,KDU-ČSL,13,1,6406,6.55
401302,4,Plzeňský,2,Ženíšek Marek PhDr. Ph.D.,PhDr. Ph.D.,2,0,0,1,0,Ženíšek Marek ,Marek ,Ženíšek ,1,42,TOP 09,TOP 09,13,1,6375,8.27
901306,9,Pardubický,6,Šimek David Mgr. Bc. MBA,Mgr. Bc. MBA,2,1,0,0,1,Šimek David ,David ,Šimek ,1,44,KDU-ČSL,Nestran.,13,1,6346,8.11
14017014,14,Moravskoslezský,14,Šebelová Michaela Mgr.,Mgr.,1,1,0,0,0,Šebelová Michaela ,Michaela ,Šebelová ,0,39,STAN,STAN,17,1,6293,9.76
1013027,1,Hl. m. Praha,27,Kohoutová Lenka Bc.,Bc.,1,0,0,0,0,Kohoutová Lenka ,Lenka ,Kohoutová ,0,53,ODS,ODS,13,0,6254,2.49
14017010,14,Moravskoslezský,10,Rataj Michael PhDr. Ph.D.,PhDr. Ph.D.,2,0,0,1,0,Rataj Michael ,Michael ,Rataj ,1,52,STAN,STAN,17,1,6225,9.66
1017018,1,Hl. m. Praha,18,Křeček Pavel Mgr.,Mgr.,1,1,0,0,0,Křeček Pavel ,Pavel ,Křeček ,1,39,STAN,STAN,17,0,6206,4.36
1201306,12,Olomoucký,6,Sokol Petr PhDr. Ph.D.,PhDr. Ph.D.,2,0,0,1,0,Sokol Petr ,Petr ,Sokol ,1,47,ODS,ODS,13,0,6090,7.63
1402003,14,Moravskoslezský,3,Juchelka Aleš Ing.,Ing.,1,0,1,0,0,Juchelka Aleš ,Aleš ,Juchelka ,1,45,ANO,ANO,20,1,6080,3.11
11013011,11,Jihomoravský,11,Sovka Marek Mgr.,Mgr.,1,1,0,0,0,Sovka Marek ,Marek ,Sovka ,1,27,TOP 09,TOP 09,13,0,6023,3.21
1017034,1,Hl. m. Praha,34,Soukupová Radka Ing.,Ing.,1,0,1,0,0,Soukupová Radka ,Radka ,Soukupová ,0,60,STAN,STAN,17,0,6023,4.23
14013011,14,Moravskoslezský,11,Řezáčová Petra Mgr.,Mgr.,1,1,0,0,0,Řezáčová Petra ,Petra ,Řezáčová ,0,44,KDU-ČSL,KDU-ČSL,13,0,6022,5.04
301304,3,Jihočeský,4,Klíma Pavel Mgr.,Mgr.,1,1,0,0,0,Klíma Pavel ,Pavel ,Klíma ,1,50,TOP 09,TOP 09,13,1,6006,6.14
2017014,2,Středočeský,14,Polánský Adam Mgr.,Mgr.,1,1,0,0,0,Polánský Adam ,Adam ,Polánský ,1,31,STAN,STAN,17,0,5923,4.3
301303,3,Jihočeský,3,Král Václav Ing.,Ing.,1,0,1,0,0,Král Václav ,Václav ,Král ,1,41,ODS,ODS,13,1,5896,6.03
201703,2,Středočeský,3,Kopřiva František,nan,0,0,0,0,0,Kopřiva František,František,Kopřiva ,1,25,Piráti,Piráti,17,0,5735,4.16
1001305,10,Vysočina,5,Lisová Martina Mgr.,Mgr.,1,1,0,0,0,Lisová Martina ,Martina ,Lisová ,0,37,TOP 09,TOP 09,13,1,5712,7.35
1013012,1,Hl. m. Praha,12,Křiváček Petr MUDr. MBA,MUDr. MBA,2,0,0,0,1,Křiváček Petr ,Petr ,Křiváček ,1,56,ODS,ODS,13,0,5710,2.27
701709,7,Liberecký,9,Demčák Jaroslav,nan,0,0,0,0,0,Demčák Jaroslav,Jaroslav,Demčák ,1,43,STAN,SLK,17,0,5704,12.04
1401704,14,Moravskoslezský,4,Letocha Petr,nan,0,0,0,0,0,Letocha Petr,Petr,Letocha ,1,37,STAN,STAN,17,1,5671,8.8
801307,8,Královéhradecký,7,Drejslová Jana Mgr.,Mgr.,1,1,0,0,0,Drejslová Jana ,Jana ,Drejslová ,0,58,ODS,BEZPP,13,0,5622,6.67
701301,7,Liberecký,1,Beitl Petr Ing.,Ing.,1,0,1,0,0,Beitl Petr ,Petr ,Beitl ,1,54,ODS,ODS,13,1,5595,11.08
1001304,10,Vysočina,4,Stejskal Zbyněk,nan,0,0,0,0,0,Stejskal Zbyněk,Zbyněk,Stejskal ,1,46,ODS,ODS,13,0,5587,7.19
1013035,1,Hl. m. Praha,35,Chamrádová Adéla Mgr.,Mgr.,1,1,0,0,0,Chamrádová Adéla ,Adéla ,Chamrádová ,0,27,KDU-ČSL,KDU-ČSL,13,0,5577,2.22
60401,6,Ústecký,1,Foldyna Jaroslav,nan,0,0,0,0,0,Foldyna Jaroslav,Jaroslav,Foldyna ,1,61,SPD,SPD,4,1,5575,12.45
301707,3,Jihočeský,7,Vostradovský Václav,nan,0,0,0,0,0,Vostradovský Václav,Václav,Vostradovský ,1,50,STAN,STAN,17,0,5574,12.28
