p_code,region_code,region,proposed_position,"name, surname, title",titles,number_titles,mgr,ing,phd,mba,full name,name,surname,sex,age,proposed party,affiliation,party code,elected,votes,votes_pct
1101014,11,Jihomoravský,14,Lukešová Pavla Mgr.,Mgr.,1,1,0,0,0,Lukešová Pavla ,Pavla ,Lukešová ,0,35,Zelení,Zelení,1,0,147,2.62
803017,8,Královéhradecký,17,Kuříková Blanka,nan,0,0,0,0,0,Kuříková Blanka,Blanka,Kuříková ,0,55,Volný blok,Volný blok,3,0,147,3.73
601016,6,Ústecký,16,Vörösová Marcela Bc.,Bc.,1,0,0,0,0,Vörösová Marcela ,Marcela ,Vörösová ,0,58,Zelení,Zelení,1,0,147,3.02
20809,2,Středočeský,9,Jehlička Pavel,nan,0,0,0,0,0,Jehlička Pavel,Pavel,Jehlička ,1,56,TSS,TSS,8,0,147,0.81
70505,7,Liberecký,5,Šír Milan,nan,0,0,0,0,0,Šír Milan,Milan,Šír ,1,64,ČSSD,ČSSD,5,0,147,1.9
1108032,11,Jihomoravský,32,Škárková Ilona,nan,0,0,0,0,0,Škárková Ilona,Ilona,Škárková ,0,40,TSS,TSS,8,0,147,0.92
1101018,11,Jihomoravský,18,Chaloupková Daniela Mgr.,Mgr.,1,1,0,0,0,Chaloupková Daniela ,Daniela ,Chaloupková ,0,40,Zelení,Zelení,1,0,146,2.61
305014,3,Jihočeský,14,Krajíček Zdeněk MUDr.,MUDr.,1,0,0,0,0,Krajíček Zdeněk ,Zdeněk ,Krajíček ,1,66,ČSSD,ČSSD,5,0,146,0.79
701012,7,Liberecký,12,Šťastná Kristýna Bc.,Bc.,1,0,0,0,0,Šťastná Kristýna ,Kristýna ,Šťastná ,0,22,Zelení,BEZPP,1,0,146,5.32
501808,5,Karlovarský,8,Votruba Jan RSDr.,RSDr.,1,0,0,0,0,Votruba Jan ,Jan ,Votruba ,1,67,KSČM,KSČM,18,0,146,3.27
1201011,12,Olomoucký,11,Machačíková Kristina DiS.,DiS.,1,0,0,0,0,Machačíková Kristina ,Kristina ,Machačíková ,0,29,Zelení,Zelení,1,0,146,5.02
130102,13,Zlínský,2,Slovenčíková Jana Mgr.,Mgr.,1,1,0,0,0,Slovenčíková Jana ,Jana ,Slovenčíková ,0,58,Zelení,Zelení,1,0,146,5.28
201022,2,Středočeský,22,Brož Petr Mgr. Ph.D.,Mgr. Ph.D.,2,1,0,1,0,Brož Petr ,Petr ,Brož ,1,37,Zelení,Zelení,1,0,146,2.13
1408015,14,Moravskoslezský,15,Siudová Jarmila,nan,0,0,0,0,0,Siudová Jarmila,Jarmila,Siudová ,0,63,TSS,TSS,8,0,146,1.02
2018012,2,Středočeský,12,Budlovský Michal,nan,0,0,0,0,0,Budlovský Michal,Michal,Budlovský ,1,54,KSČM,KSČM,18,0,146,0.59
11020030,11,Jihomoravský,30,Gáďor Jan,nan,0,0,0,0,0,Gáďor Jan,Jan,Gáďor ,1,62,ANO,ANO,20,0,146,0.09
108034,1,Hl. m. Praha,34,Balcar Petr JUDr.,JUDr.,1,0,0,0,0,Balcar Petr ,Petr ,Balcar ,1,71,TSS,TSS,8,0,145,0.9
5012014,5,Karlovarský,14,Vašta Miroslav Ing.,Ing.,1,0,1,0,0,Vašta Miroslav ,Miroslav ,Vašta ,1,53,PŘÍSAHA,BEZPP,12,0,145,2.24
100303,10,Vysočina,3,Zeisberger Jaroslav,nan,0,0,0,0,0,Zeisberger Jaroslav,Jaroslav,Zeisberger ,1,30,Volný blok,Volný blok,3,0,145,4.55
108012,1,Hl. m. Praha,12,Marek Ladislav,nan,0,0,0,0,0,Marek Ladislav,Ladislav,Marek ,1,69,TSS,Soukromníci,8,0,145,0.9
13012013,13,Zlínský,13,Zatloukal Hynek Mgr. et Mgr. Bc.,Mgr. et Mgr. Bc.,3,1,0,0,0,Zatloukal Hynek ,Hynek ,Zatloukal ,1,57,PŘÍSAHA,BEZPP,12,0,145,1.09
11018027,11,Jihomoravský,27,Chaloupková Blanka MUDr.,MUDr.,1,0,0,0,0,Chaloupková Blanka ,Blanka ,Chaloupková ,0,74,KSČM,KSČM,18,0,144,0.63
1205021,12,Olomoucký,21,Husárek Josef RNDr. Ph.D.,RNDr. Ph.D.,2,0,0,1,0,Husárek Josef ,Josef ,Husárek ,1,43,ČSSD,ČSSD,5,0,144,0.97
508011,5,Karlovarský,11,Michalcová Milada,nan,0,0,0,0,0,Michalcová Milada,Milada,Michalcová ,0,44,TSS,Manifest.cz,8,0,144,4.01
50306,5,Karlovarský,6,Bezák Jiří,nan,0,0,0,0,0,Bezák Jiří,Jiří,Bezák ,1,61,Volný blok,Volný blok,3,0,144,7.1
108033,1,Hl. m. Praha,33,Purgert Angelo,nan,0,0,0,0,0,Purgert Angelo,Angelo,Purgert ,1,55,TSS,Svobodní,8,0,144,0.89
305017,3,Jihočeský,17,Fenc Miroslav,nan,0,0,0,0,0,Fenc Miroslav,Miroslav,Fenc ,1,55,ČSSD,ČSSD,5,0,144,0.78
3012020,3,Jihočeský,20,Jiránek Libor,nan,0,0,0,0,0,Jiránek Libor,Libor,Jiránek ,1,52,PŘÍSAHA,BEZPP,12,0,144,0.94
7018012,7,Liberecký,12,Valíčková Iva,nan,0,0,0,0,0,Valíčková Iva,Iva,Valíčková ,0,35,KSČM,KSČM,18,0,144,2.15
14018025,14,Moravskoslezský,25,Trinh Tan Ing.,Ing.,1,0,1,0,0,Trinh Tan ,Tan ,Trinh ,1,59,KSČM,BEZPP,18,0,143,0.61
40105,4,Plzeňský,5,Kylišová Jitka Bc.,Bc.,1,0,0,0,0,Kylišová Jitka ,Jitka ,Kylišová ,0,48,Zelení,Zelení,1,0,143,4.92
60104,6,Ústecký,4,Souček Adam,nan,0,0,0,0,0,Souček Adam,Adam,Souček ,1,45,Zelení,Zelení,1,0,143,2.94
90807,9,Pardubický,7,Valenta Radek,nan,0,0,0,0,0,Valenta Radek,Radek,Valenta ,1,47,TSS,TSS,8,0,143,1.81
1408031,14,Moravskoslezský,31,Svoboda Vojtěch,nan,0,0,0,0,0,Svoboda Vojtěch,Vojtěch,Svoboda ,1,27,TSS,TSS,8,0,143,1
11012030,11,Jihomoravský,30,Komenda Lukáš,nan,0,0,0,0,0,Komenda Lukáš,Lukáš,Komenda ,1,32,PŘÍSAHA,BEZPP,12,0,143,0.37
1405030,14,Moravskoslezský,30,Kováč Ladislav,nan,0,0,0,0,0,Kováč Ladislav,Ladislav,Kováč ,0,45,ČSSD,ČSSD,5,0,142,0.45
603024,6,Ústecký,24,Stádníková Jitka Ing.,Ing.,1,0,1,0,0,Stádníková Jitka ,Jitka ,Stádníková ,0,44,Volný blok,BEZPP,3,0,142,3.05
11012022,11,Jihomoravský,22,Stonáčková Andrea,nan,0,0,0,0,0,Stonáčková Andrea,Andrea,Stonáčková ,0,51,PŘÍSAHA,BEZPP,12,0,142,0.37
5018010,5,Karlovarský,10,Honců Radomír,nan,0,0,0,0,0,Honců Radomír,Radomír,Honců ,1,55,KSČM,KSČM,18,0,142,3.18
10012010,10,Vysočina,10,Bleha Ladislav,nan,0,0,0,0,0,Bleha Ladislav,Ladislav,Bleha ,1,61,PŘÍSAHA,PŘÍSAHA,12,0,142,0.97
30104,3,Jihočeský,4,Sequens Edvard Ing.,Ing.,1,0,1,0,0,Sequens Edvard ,Edvard ,Sequens ,1,55,Zelení,Zelení,1,0,141,4.21
1020024,1,Hl. m. Praha,24,Pekar Vasil Silvestr Ing. Ph.D.,Ing. Ph.D.,2,0,1,1,0,Pekar Vasil Silvestr ,Silvestr,Pekar Vasil ,1,75,ANO,ANO,20,0,141,0.12
708011,7,Liberecký,11,Francúz Vladimír,nan,0,0,0,0,0,Francúz Vladimír,Vladimír,Francúz ,1,47,TSS,Manifest.cz,8,0,141,2.29
901205,9,Pardubický,5,Hoza Lukáš,nan,0,0,0,0,0,Hoza Lukáš,Lukáš,Hoza ,1,44,PŘÍSAHA,BEZPP,12,0,141,1.03
901209,9,Pardubický,9,Sojka Matěj,nan,0,0,0,0,0,Sojka Matěj,Matěj,Sojka ,1,33,PŘÍSAHA,BEZPP,12,0,141,1.03
908011,9,Pardubický,11,Špryňarová Vendula,nan,0,0,0,0,0,Špryňarová Vendula,Vendula,Špryňarová ,0,40,TSS,Manifest.cz,8,0,141,1.79
10012019,10,Vysočina,19,Železná Vladimíra,nan,0,0,0,0,0,Železná Vladimíra,Vladimíra,Železná ,0,30,PŘÍSAHA,BEZPP,12,0,141,0.97
13018012,13,Zlínský,12,Lysák Václav,nan,0,0,0,0,0,Lysák Václav,Václav,Lysák ,1,26,KSČM,KSČM,18,0,141,1.35
108010,1,Hl. m. Praha,10,Balvín Tomáš Ing.,Ing.,1,0,1,0,0,Balvín Tomáš ,Tomáš ,Balvín ,1,47,TSS,TSS,8,0,140,0.87
100102,10,Vysočina,2,Čermáková Silvie Mgr.,Mgr.,1,1,0,0,0,Čermáková Silvie ,Silvie ,Čermáková ,0,45,Zelení,Zelení,1,0,140,6.08
1305014,13,Zlínský,14,Matula Milan JUDr.,JUDr.,1,0,0,0,0,Matula Milan ,Milan ,Matula ,1,67,ČSSD,ČSSD,5,0,140,0.91
803016,8,Královéhradecký,16,Maršíková Ilona,nan,0,0,0,0,0,Maršíková Ilona,Ilona,Maršíková ,0,58,Volný blok,Volný blok,3,0,140,3.55
605024,6,Ústecký,24,Kollár Petr Mgr.,Mgr.,1,1,0,0,0,Kollár Petr ,Petr ,Kollár ,1,50,ČSSD,ČSSD,5,0,139,1.15
508013,5,Karlovarský,13,Leisner Jan Ing.,Ing.,1,0,1,0,0,Leisner Jan ,Jan ,Leisner ,1,32,TSS,Svobodní,8,0,139,3.87
11018024,11,Jihomoravský,24,Šlapanský František Ing.,Ing.,1,0,1,0,0,Šlapanský František ,František ,Šlapanský ,1,67,KSČM,KSČM,18,0,139,0.6
608019,6,Ústecký,19,Szilvási František Ing.,Ing.,1,0,1,0,0,Szilvási František ,František ,Szilvási ,1,24,TSS,TSS,8,0,139,1.2
140305,14,Moravskoslezský,5,Šatný Martin,nan,0,0,0,0,0,Šatný Martin,Martin,Šatný ,1,44,Volný blok,JEDNOTNÍ,3,0,139,1.18
204023,2,Středočeský,23,Ryšlink František,nan,0,0,0,0,0,Ryšlink František,František,Ryšlink ,1,58,SPD,SPD,4,0,139,0.25
1405027,14,Moravskoslezský,27,Kypr Petr,nan,0,0,0,0,0,Kypr Petr,Petr,Kypr ,1,39,ČSSD,ČSSD,5,0,139,0.44
14012033,14,Moravskoslezský,33,Galuszka Mikuláš,nan,0,0,0,0,0,Galuszka Mikuláš,Mikuláš,Galuszka ,1,44,PŘÍSAHA,BEZPP,12,0,139,0.49
1101010,11,Jihomoravský,10,Fajnorová Ivana,nan,0,0,0,0,0,Fajnorová Ivana,Ivana,Fajnorová ,0,53,Zelení,Zelení,1,0,138,2.46
50308,5,Karlovarský,8,Hříbalová Miloslava,nan,0,0,0,0,0,Hříbalová Miloslava,Miloslava,Hříbalová ,0,46,Volný blok,Volný blok,3,0,138,6.81
70504,7,Liberecký,4,Průcha Josef,nan,0,0,0,0,0,Průcha Josef,Josef,Průcha ,1,61,ČSSD,ČSSD,5,0,138,1.78
103018,1,Hl. m. Praha,18,Majer Pavel,nan,0,0,0,0,0,Majer Pavel,Pavel,Majer ,1,45,Volný blok,BEZPP,3,0,138,2.96
140808,14,Moravskoslezský,8,Owczarzy Roman,nan,0,0,0,0,0,Owczarzy Roman,Roman,Owczarzy ,1,53,TSS,TSS,8,0,138,0.96
205020,2,Středočeský,20,Hudrlík Roman,nan,0,0,0,0,0,Hudrlík Roman,Roman,Hudrlík ,1,70,ČSSD,ČSSD,5,0,138,0.42
1208019,12,Olomoucký,19,Frank Miroslav,nan,0,0,0,0,0,Frank Miroslav,Miroslav,Frank ,1,41,TSS,TSS,8,0,138,1.39
8018013,8,Královéhradecký,13,Dušek Josef,nan,0,0,0,0,0,Dušek Josef,Josef,Dušek ,1,50,KSČM,BEZPP,18,0,138,1.35
10012013,10,Vysočina,13,Antoňů Pavel,nan,0,0,0,0,0,Antoňů Pavel,Pavel,Antoňů ,1,57,PŘÍSAHA,BEZPP,12,0,138,0.95
605021,6,Ústecký,21,Běhounek Marcel Bc.,Bc.,1,0,0,0,0,Běhounek Marcel ,Marcel ,Běhounek ,1,46,ČSSD,ČSSD,5,0,137,1.13
50503,5,Karlovarský,3,Šesták Josef Bc.,Bc.,1,0,0,0,0,Šesták Josef ,Josef ,Šesták ,1,38,ČSSD,ČSSD,5,0,137,2.77
70108,7,Liberecký,8,Landová Dita Mgr.,Mgr.,1,1,0,0,0,Landová Dita ,Dita ,Landová ,0,43,Zelení,Zelení,1,0,137,4.99
2018022,2,Středočeský,22,Kováč Luboš,nan,0,0,0,0,0,Kováč Luboš,Luboš,Kováč ,0,59,KSČM,KSČM,18,0,137,0.55
101013,1,Hl. m. Praha,13,Truksová Barbora Bc.,Bc.,1,0,0,0,0,Truksová Barbora ,Barbora ,Truksová ,0,31,Zelení,Zelení,1,0,137,2.26
10201,1,Hl. m. Praha,1,Cimprichová Pynelopi Ing. Mgr.,Ing. Mgr.,2,1,1,0,0,Cimprichová Pynelopi ,Pynelopi ,Cimprichová ,0,63,Švýcar. demokr.,Švýcar. demokr.,2,0,137,8.61
20307,2,Středočeský,7,Šrom Petr Ing. arch.,Ing. arch.,2,0,1,0,0,Šrom Petr ,Petr ,Šrom ,1,51,Volný blok,Volný blok,3,0,137,2.06
1201001,12,Olomoucký,1,Baudyš Antonín Bc.,Bc.,1,0,0,0,0,Baudyš Antonín ,Antonín ,Baudyš ,1,48,PRAMENY,CESTA,10,0,136,21.11
608015,6,Ústecký,15,Červenka Miroslav Mgr.,Mgr.,1,1,0,0,0,Červenka Miroslav ,Miroslav ,Červenka ,1,65,TSS,TSS,8,0,136,1.17
20109,2,Středočeský,9,Chmelová Martina,nan,0,0,0,0,0,Chmelová Martina,Martina,Chmelová ,0,30,Zelení,BEZPP,1,0,136,1.98
11018034,11,Jihomoravský,34,Jiráková Martina,nan,0,0,0,0,0,Jiráková Martina,Martina,Jiráková ,0,41,KSČM,KSČM,18,0,136,0.59
205019,2,Středočeský,19,Žigmundová Kvetoslava PhDr.,PhDr.,1,0,0,0,0,Žigmundová Kvetoslava ,Kvetoslava ,Žigmundová ,0,64,ČSSD,ČSSD,5,0,136,0.42
9012012,9,Pardubický,12,Pávková Romana,nan,0,0,0,0,0,Pávková Romana,Romana,Pávková ,0,49,PŘÍSAHA,BEZPP,12,0,136,1
602101,6,Ústecký,1,Žďárecký Radek Ing. MBA,Ing. MBA,2,0,1,0,1,Žďárecký Radek ,Radek ,Žďárecký ,1,51,OtČe,OtČe,21,0,136,6.13
10012014,10,Vysočina,14,Kratochvíl Radek,nan,0,0,0,0,0,Kratochvíl Radek,Radek,Kratochvíl ,1,47,PŘÍSAHA,BEZPP,12,0,136,0.93
3012017,3,Jihočeský,17,Klimšová Kateřina Ing.,Ing.,1,0,1,0,0,Klimšová Kateřina ,Kateřina ,Klimšová ,0,41,PŘÍSAHA,BEZPP,12,0,135,0.89
105030,1,Hl. m. Praha,30,Serafín Petr Ing.,Ing.,1,0,1,0,0,Serafín Petr ,Petr ,Serafín ,1,68,ČSSD,ČSSD,5,0,135,0.53
601022,6,Ústecký,22,Slámová Lenka Mgr.,Mgr.,1,1,0,0,0,Slámová Lenka ,Lenka ,Slámová ,0,35,Zelení,Zelení,1,0,135,2.78
108026,1,Hl. m. Praha,26,Bydžovský Milan,nan,0,0,0,0,0,Bydžovský Milan,Milan,Bydžovský ,1,31,TSS,TSS,8,0,135,0.83
204026,2,Středočeský,26,Moravec Miloslav,nan,0,0,0,0,0,Moravec Miloslav,Miloslav,Moravec ,1,54,SPD,SPD,4,0,135,0.24
6012018,6,Ústecký,18,Slováček Jiří,nan,0,0,0,0,0,Slováček Jiří,Jiří,Slováček ,0,53,PŘÍSAHA,BEZPP,12,0,135,0.82
90809,9,Pardubický,9,Zouharová Dagmar Mgr. Ing.,Mgr. Ing.,2,1,1,0,0,Zouharová Dagmar ,Dagmar ,Zouharová ,0,51,TSS,TSS,8,0,135,1.71
4018015,4,Plzeňský,15,Bažant Michal,nan,0,0,0,0,0,Bažant Michal,Michal,Bažant ,1,44,KSČM,KSČM,18,0,135,1.12
203033,2,Středočeský,33,Vávrová Jiřina,nan,0,0,0,0,0,Vávrová Jiřina,Jiřina,Vávrová ,0,58,Volný blok,Volný blok,3,0,135,2.03
1103012,11,Jihomoravský,12,Bém Zdeněk Bc.,Bc.,1,0,0,0,0,Bém Zdeněk ,Zdeněk ,Bém ,1,35,Volný blok,Volný blok,3,0,134,1.45
508010,5,Karlovarský,10,Činčalová Kateřina,nan,0,0,0,0,0,Činčalová Kateřina,Kateřina,Činčalová ,0,44,TSS,TSS,8,0,134,3.73
60807,6,Ústecký,7,Ježek Pavel Ing.,Ing.,1,0,1,0,0,Ježek Pavel ,Pavel ,Ježek ,1,47,TSS,TSS,8,0,134,1.16
130105,13,Zlínský,5,Jurek Vilém Ing.,Ing.,1,0,1,0,0,Jurek Vilém ,Vilém ,Jurek ,1,36,Zelení,Zelení,1,0,134,4.84
1108033,11,Jihomoravský,33,Pavlovec Václav Dr.,Dr.,1,0,0,0,0,Pavlovec Václav ,Václav ,Pavlovec ,1,51,TSS,Svobodní,8,0,134,0.83
1408019,14,Moravskoslezský,19,Kafková Ivana,nan,0,0,0,0,0,Kafková Ivana,Ivana,Kafková ,0,54,TSS,Soukromníci,8,0,134,0.94
2012027,2,Středočeský,27,Vančata Tomáš Ing.,Ing.,1,0,1,0,0,Vančata Tomáš ,Tomáš ,Vančata ,1,37,PŘÍSAHA,BEZPP,12,0,134,0.41
101034,1,Hl. m. Praha,34,Pavelková Zuzana LL.M.,LL.M.,1,0,0,0,0,Pavelková Zuzana ,Zuzana ,Pavelková ,0,30,Zelení,Zelení,1,0,134,2.21
308020,3,Jihočeský,20,Petrášková Nikola,nan,0,0,0,0,0,Petrášková Nikola,Nikola,Petrášková ,0,43,TSS,TSS,8,0,134,1.17
2012032,2,Středočeský,32,Žížalová Jitka,nan,0,0,0,0,0,Žížalová Jitka,Jitka,Žížalová ,0,53,PŘÍSAHA,BEZPP,12,0,134,0.41
208018,2,Středočeský,18,Beranová Jana Ing.,Ing.,1,0,1,0,0,Beranová Jana ,Jana ,Beranová ,0,58,TSS,TSS,8,0,133,0.73
50507,5,Karlovarský,7,Hrubý Jiří Mgr.,Mgr.,1,1,0,0,0,Hrubý Jiří ,Jiří ,Hrubý ,1,58,ČSSD,ČSSD,5,0,133,2.69
1208011,12,Olomoucký,11,Janošík Zdeněk Ing.,Ing.,1,0,1,0,0,Janošík Zdeněk ,Zdeněk ,Janošík ,1,65,TSS,Manifest.cz,8,0,133,1.34
401013,4,Plzeňský,13,Kykal Csöszová Alena Ing.,Ing.,1,0,1,0,0,Kykal Csöszová Alena ,Alena ,Kykal Csöszová ,0,30,Zelení,Zelení,1,0,133,4.58
508012,5,Karlovarský,12,Gruber Martin Mgr. DiS.,Mgr. DiS.,2,1,0,0,0,Gruber Martin ,Martin ,Gruber ,1,44,TSS,TSS,8,0,133,3.71
105033,1,Hl. m. Praha,33,Vaněk Vladimír,nan,0,0,0,0,0,Vaněk Vladimír,Vladimír,Vaněk ,1,46,ČSSD,ČSSD,5,0,133,0.52
110808,11,Jihomoravský,8,Baránek Jan,nan,0,0,0,0,0,Baránek Jan,Jan,Baránek ,1,42,TSS,Soukromníci,8,0,133,0.83
408014,4,Plzeňský,14,Krisl Jindřich,nan,0,0,0,0,0,Krisl Jindřich,Jindřich,Krisl ,1,36,TSS,Soukromníci,8,0,133,1.83
12012012,12,Olomoucký,12,Srovnalová Alena,nan,0,0,0,0,0,Srovnalová Alena,Alena,Srovnalová ,0,64,PŘÍSAHA,BEZPP,12,0,133,0.87
2018010,2,Středočeský,10,Franta Bohumil,nan,0,0,0,0,0,Franta Bohumil,Bohumil,Franta ,1,56,KSČM,KSČM,18,0,133,0.54
1408028,14,Moravskoslezský,28,Machura Lukáš Mgr.,Mgr.,1,1,0,0,0,Machura Lukáš ,Lukáš ,Machura ,1,42,TSS,TSS,8,0,132,0.92
50805,5,Karlovarský,5,Maříková Pavlína Ing.,Ing.,1,0,1,0,0,Maříková Pavlína ,Pavlína ,Maříková ,0,47,TSS,TSS,8,0,132,3.68
20306,2,Středočeský,6,Lounová Hana,nan,0,0,0,0,0,Lounová Hana,Hana,Lounová ,0,67,Volný blok,BEZPP,3,0,132,1.99
501807,5,Karlovarský,7,Mareš Zdeněk,nan,0,0,0,0,0,Mareš Zdeněk,Zdeněk,Mareš ,1,63,KSČM,KSČM,18,0,132,2.96
705014,7,Liberecký,14,Křupala Jaroslav,nan,0,0,0,0,0,Křupala Jaroslav,Jaroslav,Křupala ,1,49,ČSSD,ČSSD,5,0,132,1.7
1303020,13,Zlínský,20,Orság Vítězslav,nan,0,0,0,0,0,Orság Vítězslav,Vítězslav,Orság ,1,41,Volný blok,Volný blok,3,0,132,2.43
9018012,9,Pardubický,12,Dosoudil Vladimír Ing.,Ing.,1,0,1,0,0,Dosoudil Vladimír ,Vladimír ,Dosoudil ,1,64,KSČM,KSČM,18,0,131,1.25
1201208,12,Olomoucký,8,Hejda Jiří PaedDr.,PaedDr.,1,0,0,0,0,Hejda Jiří ,Jiří ,Hejda ,1,64,PŘÍSAHA,BEZPP,12,0,131,0.85
903011,9,Pardubický,11,Elisová Pavlína Ing.,Ing.,1,0,1,0,0,Elisová Pavlína ,Pavlína ,Elisová ,0,50,Volný blok,Volný blok,3,0,131,3.03
708014,7,Liberecký,14,Kopal Jan Mgr.,Mgr.,1,1,0,0,0,Kopal Jan ,Jan ,Kopal ,1,43,TSS,TSS,8,0,131,2.12
1408026,14,Moravskoslezský,26,Stračánková Ester Bc.,Bc.,1,0,0,0,0,Stračánková Ester ,Ester ,Stračánková ,0,44,TSS,TSS,8,0,131,0.92
1304011,13,Zlínský,11,Klásek František,nan,0,0,0,0,0,Klásek František,František,Klásek ,1,65,SPD,SPD,4,0,131,0.36
1403034,14,Moravskoslezský,34,Keller Antonín,nan,0,0,0,0,0,Keller Antonín,Antonín,Keller ,1,33,Volný blok,Volný blok,3,0,131,1.11
1012011,1,Hl. m. Praha,11,Svátková Irena,nan,0,0,0,0,0,Svátková Irena,Irena,Svátková ,0,58,PŘÍSAHA,BEZPP,12,0,131,0.61
2018025,2,Středočeský,25,Prchal Antonín,nan,0,0,0,0,0,Prchal Antonín,Antonín,Prchal ,1,45,KSČM,KSČM,18,0,131,0.53
14018020,14,Moravskoslezský,20,Jakus René,nan,0,0,0,0,0,Jakus René,René,Jakus ,1,45,KSČM,KSČM,18,0,131,0.56
14018026,14,Moravskoslezský,26,Čumpelík Jan Bc.,Bc.,1,0,0,0,0,Čumpelík Jan ,Jan ,Čumpelík ,1,36,KSČM,KSČM,18,0,130,0.56
9018013,9,Pardubický,13,Hájek Jaroslav Bc. DiS.,Bc. DiS.,2,0,0,0,0,Hájek Jaroslav ,Jaroslav ,Hájek ,1,52,KSČM,KSČM,18,0,130,1.24
401805,4,Plzeňský,5,Hitman Vladimír,nan,0,0,0,0,0,Hitman Vladimír,Vladimír,Hitman ,1,59,KSČM,KSČM,18,0,130,1.08
1008015,10,Vysočina,15,Krátká Ilona Mgr.,Mgr.,1,1,0,0,0,Krátká Ilona ,Ilona ,Krátká ,0,39,TSS,TSS,8,0,129,1.75
40103,4,Plzeňský,3,Hronková Radka Bc.,Bc.,1,0,0,0,0,Hronková Radka ,Radka ,Hronková ,0,41,Zelení,Zelení,1,0,129,4.44
13018016,13,Zlínský,16,Koníčková Alžběta,nan,0,0,0,0,0,Koníčková Alžběta,Alžběta,Koníčková ,0,32,KSČM,BEZPP,18,0,129,1.23
14012026,14,Moravskoslezský,26,Thomanková Gabriela Ing.,Ing.,1,0,1,0,0,Thomanková Gabriela ,Gabriela ,Thomanková ,0,48,PŘÍSAHA,BEZPP,12,0,129,0.45
90308,9,Pardubický,8,Vašková Blanka Ing.,Ing.,1,0,1,0,0,Vašková Blanka ,Blanka ,Vašková ,0,56,Volný blok,Volný blok,3,0,129,2.98
204032,2,Středočeský,32,Vach Aleš,nan,0,0,0,0,0,Vach Aleš,Aleš,Vach ,1,55,SPD,SPD,4,0,129,0.23
603011,6,Ústecký,11,Šípová Irena,nan,0,0,0,0,0,Šípová Irena,Irena,Šípová ,0,55,Volný blok,Volný blok,3,0,129,2.77
3012010,3,Jihočeský,10,Říha Lukáš,nan,0,0,0,0,0,Říha Lukáš,Lukáš,Říha ,1,39,PŘÍSAHA,BEZPP,12,0,129,0.85
4012013,4,Plzeňský,13,Kolmačka Lukáš,nan,0,0,0,0,0,Kolmačka Lukáš,Lukáš,Kolmačka ,1,33,PŘÍSAHA,BEZPP,12,0,129,0.94
1105024,11,Jihomoravský,24,Doležalová Květuše Mgr.,Mgr.,1,1,0,0,0,Doležalová Květuše ,Květuše ,Doležalová ,0,63,ČSSD,ČSSD,5,0,128,0.46
3018020,3,Jihočeský,20,Mikuška Jaroslav Ing.,Ing.,1,0,1,0,0,Mikuška Jaroslav ,Jaroslav ,Mikuška ,1,59,KSČM,KSČM,18,0,128,0.85
40102,4,Plzeňský,2,Frouz Matěj,nan,0,0,0,0,0,Frouz Matěj,Matěj,Frouz ,1,22,Zelení,BEZPP,1,0,128,4.41
1104023,11,Jihomoravský,23,Drápal Aleš,nan,0,0,0,0,0,Drápal Aleš,Aleš,Drápal ,1,42,SPD,SPD,4,0,128,0.21
1205016,12,Olomoucký,16,Husvéth Tomáš,nan,0,0,0,0,0,Husvéth Tomáš,Tomáš,Husvéth ,1,32,ČSSD,ČSSD,5,0,128,0.86
601023,6,Ústecký,23,Hon Matěj Mgr. et Mgr.,Mgr. et Mgr.,2,1,0,0,0,Hon Matěj ,Matěj ,Hon ,1,31,Zelení,Zelení,1,0,128,2.63
14018019,14,Moravskoslezský,19,Dienelt Ivo Ing.,Ing.,1,0,1,0,0,Dienelt Ivo ,Ivo ,Dienelt ,1,40,KSČM,KSČM,18,0,127,0.54
201013,2,Středočeský,13,Češpivová Eva,nan,0,0,0,0,0,Češpivová Eva,Eva,Češpivová ,0,49,Zelení,Zelení,1,0,127,1.85
1405025,14,Moravskoslezský,25,Macháček Antonín Ing.,Ing.,1,0,1,0,0,Macháček Antonín ,Antonín ,Macháček ,1,70,ČSSD,ČSSD,5,0,127,0.4
30105,3,Jihočeský,5,Mikuláš Petr Bc.,Bc.,1,0,0,0,0,Mikuláš Petr ,Petr ,Mikuláš ,1,25,Zelení,Zelení,1,0,127,3.8
301809,3,Jihočeský,9,Schötz Richard,nan,0,0,0,0,0,Schötz Richard,Richard,Schötz ,1,55,KSČM,KSČM,18,0,127,0.84
203017,2,Středočeský,17,Štafková Věra,nan,0,0,0,0,0,Štafková Věra,Věra,Štafková ,0,34,Volný blok,Volný blok,3,0,127,1.91
130108,13,Zlínský,8,Dubská Kateřina PhDr.,PhDr.,1,0,0,0,0,Dubská Kateřina ,Kateřina ,Dubská ,0,56,Zelení,Zelení,1,0,126,4.55
1105029,11,Jihomoravský,29,Kukleta Jiří Bc.,Bc.,1,0,0,0,0,Kukleta Jiří ,Jiří ,Kukleta ,1,50,ČSSD,ČSSD,5,0,126,0.45
1308010,13,Zlínský,10,Hejtmánková Marie Bc.,Bc.,1,0,0,0,0,Hejtmánková Marie ,Marie ,Hejtmánková ,0,72,TSS,BEZPP,8,0,126,1.21
401207,4,Plzeňský,7,Maier František Ing.,Ing.,1,0,1,0,0,Maier František ,František ,Maier ,1,62,PŘÍSAHA,PŘÍSAHA,12,0,126,0.92
